symbol,name
ILV,Illuvium
INV,Inverse Finance
BOG,Bogged
IDV,Idavoll DAO
BELT,Belt Finance
CRX,CryptEx
SWOP,Swop
BSKT,BasketCoin
PSL,Pastel
SHDC,SHD CASH
SOVI,Sovi Finance
A2A,A2A
XIV,Planet Inverse
LAND,Landbox
SACT,srnArt Gallery
NRV,Nerve Finance
SAFEMOON,SafeMoon
ZEFI,ZCore Finance
ESPRO,EsportsPro
DENA,Decentralized Nations
ALICE,MyNeighborAlice
ROC,Roxe Cash
MPT,MeetPle
GYEN,GYEN
ZUSD,ZUSD
UMBR,Umbria Network
CELEB,CELEBPLUS
EDDA,EDDASwap
KINE,KINE
MUTE,Mute
XNL,Chronicle
RAM,Ramifi Protocol
INSUR,InsurAce
DORA,Dora Factory
LIGHT,Lightning
FSXM,FlashX Max
LABS,LABS Group
POODL,Poodl Token
MCO2,Moss Carbon Credit
BOSON,Boson Protocol
PIG,Pig Finance
AUR,Aurix
DG,DeGate
XMARK,xMARK
SCHO,Scholarship Coin
DAILYS,DailySwap Token
ARRO,Arro Social
SPRINK,SPRINK
AXIS,AXIS Token
VIPER,Viper Protocol
ANC,Anchor Protocol
CUB,Cub Finance
RAGE,Rage Fan
SHOPX,SHOPX
VBSWAP,vBSWAP
TOOLS,BSC TOOLS
DHV,DeHive
50X,50x.com
RYIU,RYI Unity
DAFI,DAFI Protocol
UNO,Uno Re
KGO,KIWIGO
PIKA,Pika
MCRN,MacaronSwap
ALL,Alliance Fan Token
STV,Sint-Truidense Voetbalvereniging Fan Token
IBFK,İstanbul Başakşehir Fan Token
NOV,Novara Calcio Fan Token
USDP,USDP Stablecoin
BTCST,Bitcoin Standard Hashrate Token
DPR,Deeper Network
ORAO,ORAO Network
KPAD,KickPad
XSUSHI,xSUSHI
FMG,FM Gallery
RENZEC,renZEC
BTSG,BitSong
VEN,ImpulseVen
STR,Stater
DAILY,Daily
STRK,Strike
TIDAL,Tidal Finance
PET,Hello Pets
ICP,Internet Computer
SHFT,Shyft Network
WMATIC,Wrapped Matic
ATD,A2DAO
EBOX,ebox
TRIAS,Trias Token (new)
WOOP,Woonkly Power
EPS,Ellipsis
NBU,Nimbus
PAYB,Paybswap
WHX,WHITEX
FST,Futureswap
ETNA,ETNA Network
MARSH,UnMarshal
xBLZD,Blizzard.money
SAFEMARS,Safemars
PMON,Polychain Monsters
LKR,Lokr
MRCH,MerchDAO
SFUND,Seedify.fund
POOCOIN,PooCoin
WAD,WardenSwap
EFI,Efinity Token
CELL,Cellframe
DELTA,Delta
STARS,Mogul Productions
COOK,Cook Finance
BUSY,Busy DAO
ZOO,ZooCoin
AMI,AMMYI Coin
HAUS,DAOhaus
PDEX,Polkadex
GFX,GamyFi Platform
TKO,Toko Token
wxDai,Wrapped XDAI
SATS,Satoshi
BITS,Bit
DDOS,disBalancer
TRIBE,Tribe
BLES,Blind Boxes
HVE2,Uhive
GLQ,Graphlinq Chain
LCMS,LCMS
VIDA,Vidiachange
ALLOY,HyperAlloy
PUNDIX,Pundi X (New)
STN,Stone DeFi
JPYC,JPY Coin v1
8PAY,8PAY
CARDS,CARD.STARTER
URQA,UREEQA
BERRY,BerrySwap
RAINI,Rainicorn
LPL,LinkPool
REFI,Realfinance Network
OHM,Olympus v2
GOAT,Goatcoin
CFXQ,CFX Quantum
CHNG,Chainge
ICE,Popsicle Finance
BAFI,Bafi Finance
CHIP,Chip
SAFEEARTH,SafeEarth
EQZ,Equalizer
BOMB,fBomb
HUB,Minter HUB
10SET,Tenset
CPC,CPCoin
GMEE,GAMEE
AIOZ,AIOZ Network
ZWAP,ZilSwap
KTN,Kattana
PUSH,Push Protocol
WQT,WorkQuest Token
TLM,Alien Worlds
FLY,Franklin
GAINS,Gains
MIST,Alchemist
MoFi,MobiFi
BYN,NBX
MSHOT,Moonshot
ROAD,Yellow Road
DREP,Drep [new]
YAE,Cryptonovae
ORK,Orakuru
DEFIT,Digital Fitness
DEP,Depth Token
BA,BaTorrent
MMAON,MMAON
PFL,Professional Fighters League Fan Token
RAZE,Raze Network
MBOX,MOBOX
RVF,RocketX exchange
PIT,Pitbull
DFY,Defi For You
SYL,myDid
ZLP,ZilPay Wallet / Dragon Zil Token
GDT,Globe Derivative Exchange
OCC,Occam.Fi
PROT,Prostarter
SAITO,Saito
GS,Genesis Shards
HORD,Hord
REVO,Revomon
STACK,StackOs
K21,K21
MVI,Metaverse Index
SAFELIGHT,SafeLight
CUMMIES,CumRocket
MOONSTAR,MoonStar
SMAK,Smartlink
XFIT,XFai
MIST,Mist
STRX,StrikeX
RGP,Rigel Protocol
HUNGRY,Hungry Bear
HZN,Horizon Protocol
SATOZ,Satozhi
SATA,Signata
WEC,Whole Earth Coin
STND,Standard
TWIN,Twinci
XCH,Chia
FOC,TheForce Trade
ZIG,Zigcoin
UFARM,UniFarm
ZCX,Unizen
KIAN,Porta
2LC,2local
FINE,Refinable
BTCBAM,Bitcoin Bam
MUNCH,Munch Token
RMOON,RocketMoon
LAUNCH,SuperLauncher
IMO,IMO
SMRAT,Secured MoonRat Token
MOVR,Moonriver
LEASH,Doge Killer
UNIQ,Uniqly
QI,BENQI
CAPS,Ternoa
SAFESUN,SAFESUN
CLIMB,CLIMB TOKEN FINANCE
NFTART,NFT Art Finance
ZEP,Zeppelin DAO
KEY,MoMo KEY
DAIN,DAIN
PYR,Vulcan Forged PYR
SHPP,Shipit pro
BCMC1,BeforeCoinMarketCap
ROPE,ROPE Token
BIXB,BIXBCOIN
CBT,Community Business Token
1MIL,1MillionNFTs
BSCS,BSCStation
N1,NFTify
CRWNY,Crowny
KALA,Kalata
UDT,Unlock Protocol
EULER,Euler Tools
MYC,Myteamcoin
SEED,TreeDefi
KISHU,Kishu Inu
HUSKY,Husky
SIENNA,Sienna
CHS,Chainsquare
STRI,Strite
WENMOON,WenMoon
REAU,Vira-lata Finance
TCP,The Crypto Prophecies
MPL,Maple
SDX,SwapDEX
FORTH,Ampleforth Governance Token
PHTR,Phuture
KLT,KLend
vADA,Venus Cardano
ALPHR,Alphr finance
VCK,28VCK
ELON,Dogelon Mars
CHE,CherrySwap
NMX,Nominex
MOMA,Mochi Market
STAK,Jigstack
STEP,Step Finance
KNC,Kyber Network Crystal v2
SNY,Synthetify
wSIENNA,Sienna (ERC20)
BLACK,BLACKHOLE PROTOCOL
VSO,Verso
BDT,Bandot Protocol
AGVE,Agave
LEMD,Lemond
ASS,Australian Safe Shepherd
HOKK,HOKK Finance
XWG,X World Games
WAVAX,Wrapped AVAX
EDGT,Edgecoin
CEUR,Celo Euro
SPORE,Spore
UPUNK,Unicly CryptoPunks Collection
UMASK,Unicly Hashmasks Collection
KST,KSwap
PENDLE,Pendle
LMT,Lympo Market Token
BTCT,Bitcoin TRC20
SHEESHA,Sheesha Finance [ERC20]
ZOO,ZooKeeper
SMG,Smaugs NFT
ELAND,Etherland
FLX,Reflexer Ungovernance Token
NRCH,EnreachDAO
PIPI,Pippi Finance
CTT,CryptoTycoon
NAOS,NAOS Finance
LEV,Lever Token
GOZ,Göztepe S.K. Fan Token
UCH,Universidad de Chile Fan Token
LEG,Legia Warsaw Fan Token
FOR,Fortuna Sittard Fan Token
DFYN,Dfyn Network
CBIX-P,Cubiex Power
MEPAD,MemePad
BONFIRE,Bonfire
PKT,PKT
MEDIA,Media Network
LOCG,LOCGame
FARA,FaraLand
GNT,GreenTrust
CRFI,CrossFi
EPK,EpiK Protocol
BICO,Biconomy
PRARE,POLKARARE
NFTB,NFTb
ODIN,ODIN PROTOCOL
TXAG,tSILVER
CROX,CroxSwap
MER,Mercurial Finance
PERI,PERI Finance
DIGI,Digible
BCUBE,B-cube.ai
ETM,EtherSmart
LTCT,Litecoin TRC20
RASTA,ZionLabs Token
CLS,Coldstack
TSX,TradeStars
LUSD,Liquity USD
COSHI,CoShi Inu
VLK,Vulkania
DND,Dungeonswap
MEL,MELX
PRI,PRIVATEUM GLOBAL
O3,O3 Swap
OBOT,Obortech
FTS,Fortress Lending
CALI,CaliCoin
DFND,dFund
LION,Lion Token
bPRIVA,Privapp Network
PNL,TruePNL
BANK,Bankless DAO
BOO,SpookySwap
TPAD,Trustpad
POLX,Polylastic
DGMOON,DogeMoon
WSTA,Wrapped Statera
RPTR,Raptor Finance
SAFEICARUS,Safeicarus
UMI,UMI
SYA,SaveYourAssets
ALU,Altura
SDAO,SingularityDAO
PUSSY,Pussy Financial
METIS,MetisDAO
DON,Don-key
EMON,Ethermon
NABOX,Nabox
SKILL,CryptoBlades
CATE,CateCoin
PNODE,Pinknode
ASET,Parasset
DPET,My DeFi Pet
TRR,Terran Coin
GOL,GogolCoin
LOWB,Loser Coin
WILD,Wilder World
DOP,Drops Ownership Power
TCAP,Total Crypto Market Cap Token
MNST,MoonStarter
MCHC,My Crypto Heroes
VRT,Venus Reward Token
DOGGY,DOGGY
UPR,Upfire
TYC,Tycoon
MCT,Microtuber
KABOSU,Kabosu
SANSHU,Sanshu Inu
SHIH,Shih Tzu
LAT,PlatON
SAMO,Samoyedcoin
HMNG,Hummingbird Finance
PINK,Dot Finance
SLIM,Solanium
ETCH,ElonTech
CNT,Cryption Network
WSB,WallStreetBets DApp
AFEN,AFEN Blockchain Network
VPP,Virtue Poker
WAR,WeStarter
BSCGOLD,BSC Gold
STOS,Stratos
COP,Copiosa Coin
MLT,MILC Platform
HANZO,Hanzo
RNB,Rentible
FREN,Frenchie Network
LAVAX,LavaX Labs
SNOB,Snowball
BTDMD,BitDiamond
ROSX,Roseon
SETS,Sensitrust
ETH2X-FLI,ETH 2x Flexible Leverage Index
ACE,ACENT
XAVA,Avalaunch
VEX,VELOREX
SAFEZONE,SafeZone
EV,EVAI
ZENA,ZENA
NFT,APENFT
PALG,PalGold
NIIFI,NiiFi
SCONEX,Sportcash One
NAFT,Nafter
FLUX,Flux Protocol
BBANK,blockbank
NSFW,Pleasure Coin
ATFI,Atlantic Finance Token
MOONLIGHT,Moonlight Token
GEMS,Safegem
TKING,Tiger King Coin
EMAX,EthereumMax
KFT,Knit Finance
YUMMY,YUMMY
SISHI,Sishi Finance
TBE,TrustBase
ISP,Ispolink
FEAR,FEAR
HOTCROSS,Hot Cross
XCAD,XCAD Network
SPHRI,Spherium
XWIN,xWIN Finance
TFC,TheFutbolCoin
EXO,Exohood
BIST,Bistroo
BNX,BinaryX (old)
YOOSHI,YooShi
WLBO,Wenlambo
HODL,HODL
CVX,Convex Finance
GERO,GeroWallet
RUNE,Rune
BUNI,Bunicorn
XKI,Ki
FootballStars,Football Stars
RUSH,RUSH COIN
AQUARI,Aquari
SPACE,Space Token
SNM,SONM (BEP-20)
EDOGE,ElonDoge
ELEPHANT,Elephant Money
OOE,OpenOcean
HUA,Chihuahua
USHIBA,American Shiba
YFX,Your Future Exchange
WEX,WaultSwap
NTVRK,Netvrk
SMI,SafeMoon Inu
STARSHIP,STARSHIP
BLAST,SafeBlast
CORGI,Corgidoge
FREL,Freela
DINGO,DINGO TOKEN (old)
CLU,CluCoin
SLRS,Solrise Finance
C3,Charli3
BEZOGE,Bezoge Earth
NOA,METANOA
UNIC,Unicly
ZOOT,Zoo Token
GTON,GTONCapital
COW,CoinWind
POCROC,PocketRocket
AQUA,Planet
USDm,USD mars
XMS,Mars Ecosystem Token
TENFI,TEN
NMT,NFTMart Token
BSL,BSClaunch
WSG,Wall Street Games
KAR,Karura
POL,Polars
MOOV,Dotmoovs
EPIK,EPIK Prime
CITY,Manchester City Fan Token
HOP,HOPPY
GTC,Gitcoin
CSM,Crust Shadow
PNDR,Pandora Finance
CUMINU,CumInu
ILUS,ILUS Coin
QDX,Quidax Token
SAFEMOONCASH,SafeMoonCash
CZZ,ClassZZ
POLYDOGE,PolyDoge
FWB,Friends With Benefits Pro
GSX,Gold Secured Currency
ELK,Elk Finance
CBD,Greenheart CBD
KALM,KALM
KWIK,Kwikswap Protocol
BSL,BankSocial
LSS,Lossless
YAY,YaySwap
FEED,Feeder.finance
MOONARCH,Moonarch.app
VNLA,Chocoswap
BNU,ByteNext
NFTP,NFT TOKEN PILOT
JIND,JINDO INU
TBC,TeraBlock
DUET,Duet Protocol
FISH,Polycat Finance
SIL,SIL Finance
DEFX,DeFinity
VNY,Vanity
SET,Sustainable Energy Token
GRIMEX,SpaceGrime
PERRY,Swaperry
OPA,OptionPanda
PORNROCKET,PornRocket
ELONONE,AstroElon
SPAY,SpaceY
TONE,NFTTONE
MRCR,Mercor Finance
DEK,DekBox
PYE,CreamPYE
RABBIT,Rabbit Finance
GMT,Gomining
FOLD,Manifold Finance
DES,DeSpace Protocol
MOLA,Moonlana
ATA,Automata Network
HINA,Hina Inu
ULTRA,UltraSafe Token
KEANU,Keanu Inu
BBT,BitBook
STC,Starcoin
ZINA,Zinari
AER,Aerdrop
CYS,Cykura
FAN,Fanadise
VDR,Vodra
VEGA,Vega Protocol
PERA,Pera Finance
OMC,Omchain
MAKI,MakiSwap
DRK,Draken
QI,QiDao
MIMATIC,MAI
SPIRIT,SpiritSwap
WFTM,Wrapped Fantom
CORGIB,The Corgi of PolkaBridge
GAT,Game Ace Token
SHIBAKEN,Shibaken Finance
XRUNE,Thorstarter
KLEE,KleeKai
IONX,Charged Particles
NGL,Gold Fever
CHEEMS,Cheems
ALD,AladdinDAO
CATGE,Catge coin
CATGIRL,Catgirl
TRONPAD,TRONPAD
GENS,Genshiro
SPWN,Bitspawn
DAISY,Daisy Launch Pad
VFOX,RFOX Finance
CVXCRV,Convex CRV
BZZ,Swarm
DFL,DeFi Land
IOI,IOI Token
JAWS,AutoShark
QBIT,Project Quantum
NFTS,NFT STARS
ELG,EscoinToken
GFI,Gravity Finance
EnergyX,Safe Energy
BLP,BullPerks
BABY,BabySwap
HAM,Hamster
SHEESHA,Sheesha Finance [BEP20]
HMT,Human
SARCO,Sarcophagus
BYG,Black Eye Galaxy
HTMOON,HTMOON
DC,DATACHAIN FOUNDATION (DC)
FEY,Feyorra
APW,APWine Finance
MONSTA,Cake Monster
APRIL,April
CTX,Cryptex Finance
DACXI,Dacxi
TULIP,Tulip Protocol
DAPPX,dAppstore
KAREN,KarenCoin
DAO1,DAO1
DRCT,Ally Direct Token
LTNM,Bitcoin Latinum
FOXX,Star Foxx
SXC,SupremeX
CTR,Creator Platform
ELP,The Everlasting Parachain
LEOPARD,LEOPARD
KUMA,Kuma Inu
BPT,BlackPool
KOM,Kommunitas
ITGR,Integral
POLO,NftyPlay
BabyDoge,Baby Doge Coin
FORM,Formation Fi
OPUL,Opulous
MFO,Moonfarm Finance
HOD,HoDooi.com
GINUX,Green Shiba Inu (new)
2CRZ,2crazyNFT
SEUR,sEUR
XTM,Torum
XHT,HollaEx Token
PKR,Polker
ALM,Alium Finance
RNBW,HaloDAO
ARG,Argentine Football Association Fan Token
SFEX,SafeLaunch
XGC,Xiglute Coin
SWISE,StakeWise
LZM,LoungeM
DESO,Decentralized Social
BBQ,BarbecueSwap Finance
SOLAPE,SolAPE Token
EQX,EQIFI
MNG,Moon Nation Game
MEM,Memecoin
SHILL,SHILL Token
APAD,Anypad
TRADE,Polytrade
TITAN,IRON Titanium Token
INVEST,InvestDex
LIME,iMe Lab
BULL,BULL FINANCE
IRON,Iron
NXL,Next Level
GNBT,Genebank Token
OPS,Octopus Protocol
BACON,BaconDAO
SMARS,SafeMars
HIT,HitBTC Token
INST,Instadapp
TREES,SAFETREES
HUNNY,HUNNY FINANCE
WSHIB,wShiba
CSC,Curio Stable Coin
PACOCA,Pacoca
BAKED,reBaked
HAKA,TribeOne
LITH,Lithium
SUN,Sun (New)
CWT,CrossWallet
DIVER,Divergence
MAI,Mindsync
YFIH2,H2Finance
DUKE,DUKE INU TOKEN
SKRT,Sekuritance
CNR,Canary
BPRO,B.Protocol
SWAPZ,Swapz
DCB,Decubate
BLKC,BlackHat
BSCGIRL,Binance Smart Chain Girl
MLTPX,MoonLift Capital
MYOBU,Myōbu
TFI,TrustFi Network
TABOO,TABOO TOKEN
FLURRY,Flurry Finance
LQT,Lifty
IMX,Immutable
EMPIRE,Empire Token
HONOR,FarmHero
XCV,XCarnival
GOG,Guild of Guardians
GODS,Gods Unchained
KAWA,Kawakami
QUACK,RichQUACK.com
SAFEBULL,SafeBull
BNBTC,BNbitcoin
EIFI,Eifi FInance
YTS,YetiSwap
FINIX,Definix
KOGECOIN,KogeCoin.io
LANC,Lanceria
XVMC,Mac&Cheese
PALLA,Pallapay
SNP,Synapse Network
HARE,Hare Token
RIFI,Rikkei Finance
PLN,Pollen
KOJI,Koji
EVM,EverMars
OLIVE,Olive Cash
EVA,Evanesco Network
NOM,Onomy Protocol
YGG,Yield Guild Games
MOONED,MoonEdge
KICK,KickToken
AURORA,HyperAurora
BMON,Binamon
CSS,CoinSwap Space
AI,Flourishing AI
BURP,Burp
BABI,Babylons
AIR,AirCoin
BPX,Black Phoenix
SAIL,SolanaSail
EGG,Waves Ducks
WEXPOLY,WaultSwap Polygon
UFO,UFO Gaming
WLITI,Liti Capital
NT,NEXTYPE
DERC,DeRace
BSW,Biswap
ETHPAD,ETHPad
PWAR,PolkaWar
QRDO,Qredo
GENX,Evodefi
ORT,Omni Real Estate Token
DVF,rhino.fi
AM,Aston Martin Cognizant Fan Token
OLYMPUS,OLYMPUS
KAKA,KAKA NFT World
PING,Sonar
SIGNA,Signum
DINO,DinoSwap
HERO,Metahero
WAS,Wasder
KCCPAD,KCCPAD
EURT,Tether EURt
XEC,eCash
SAUBER,Alfa Romeo Racing ORLEN Fan Token
MINIDOGE,MiniDOGE
HVI,Hungarian Vizsla Inu
FEVR,RealFevr
FLOKI,FLOKI
THN,Throne
CWT,CoinW Token
UBE,Ubeswap
WINGS,Jetswap.finance
OBS,One Basis
PEFI,Penguin Finance
YLDY,Yieldly
STARL,Starlink
RBT,Robust Token
HTZ,Hertz Network
MARS,ProjectMars
NFT,NEFTiPEDiA
MIMO,Mimo Governance Token
ETL,Etherlite
ADAX,ADAX
LORY,Yield Parrot
WSPP,Wolf Safe Poor People
TTF,TurboTrix Finance
CFL365,CFL 365 Finance
ETHDOWN,ETHDOWN
RAIL,Railgun
GAME,Gamestarter
NAFTY,NAFTY
MM,Million
SLOKI,Super Floki
BBTC,Baby Bitcoin
CHAINCADE,ChainCade
AINU,Ainu Token
ULTGG,UltimoGG
NEWB,NewB.Farm
DRF,DRIFE
LIKE,Only1
BRKL,Brokoli Network
SRX,StorX Network
ALT,Alitas
WCFG,Wrapped Centrifuge
DADDYDOGE,Daddy Doge
INU,Hachiko Inu
FLOKI,Shiba Floki Inu
TRUBGR,TruBadger
C98,Coin98
BP,BunnyPark
AIRT,AirNFTs
KUS,KuSwap
$BABYDOGEINU,BABY DOGE INU
CVAG,Crypto Village Accelerator
CPD,CoinsPaid
RON,Rise Of Nebula
DOJO,DOJO
ZPAY,ZoidPay
IF,Impossible Finance
IDIA,Impossible Finance Launchpad
RIN,Aldrin
BXX,Baanx
TOKAU,Tokyo AU
KABY,Kaby Arena
MCONTENT,MContent
WIZARD,WIZARD
WOLFY,Wolfystreetbets
XXT,XXT-Token
YIN,YIN Finance
BABYDOGE,BabyDoge ETH
BC2.1,BabyCake
UFI,PureFi Protocol
CHESS,Tranchess
MINT,Mint Club
CPHR,PolkaCipher
XYZ,Universe.XYZ
WITCH,Witch Token
AVME,AVME
TKG,Takamaka
MIL,Military Finance
LIQ,LIQ Protocol
VIT,Team Vitality Fan Token
SPADE,PolygonFarm Finance
CART,CryptoArt.Ai
ZOO,ZOO Crypto World
CO,Corite
PORT,PackagePortal
WKCS,Wrapped KuCoin Token
KRW,KingDeFi
SPACE,Spacelens
ARTEX,Artex
BABYBITC,BabyBitcoin
REDFEG,RedFEG
SPS,Splintershards
$ADS,Alkimi
BFG,BFG Token
KCLP,Kross Chain LaunchPad
NFTBS,NFTBooks
GSHIBA,Gambler Shiba
GMX,GameX
SW,SafeWolf
COGE,Cogecoin
GDOGE,Golden Doge
BABYSHIBAINU,Baby Shiba Inu
AI,Multiverse
Mverse,MaticVerse
DNXC,DinoX
HERO,Step Hero
BUMP,Bumper
JOJO,JOJO
IAG,IAGON
BRISE,Bitgert
ARENA,Arena Token
CANDY,TripCandy
BTBS,BitBase Token
LFG,Gamerse
EJS,Enjinstarter
INVI,Invitoken
BGB,Bitget Token
DRIP,Drip Network
ARTR,Artery Network
PEAR,PearZap
BMARS,Binamars
BIRB,Birb
ELCASH,Electric Cash
SPO,Spores Network
$BRICKS,MyBricks
PILOT,Unipilot
XNFT,xNFT Protocol
BIMP,Bimp.Finance
HID,Hypersign identity
ZOON,CryptoZoon
PVU,Plant Vs Undead
ETHK,OEC ETH
WOKT,Wrapped OKT
BTCK,OEC BTC
PLS,Pulsechain
JF,Jswap.Finance
D11,DeFi11 (Acquired by VulcanForged)
PRXY,Proxy
TENSHI,Tenshi
DFA,DeFine
ESW,EmiSwap
DYDX,dYdX
BXH,BOY X HIGHSPEED
YSL,YSL
VAB,Vabble
ORCA,Orca
VENT,Vent Finance
MNGO,Mango
WLUNC,Wrapped LUNA Classic
SBR,Saber
TAB,TABANK
VENTION,Vention
DPX,Dopex
KCAKE,KittyCake
LYD,Lydia Finance
WSWAP,Wallet Swap
SKT,Sukhavati Network
GOAL,TopGoal
TOKE,Tokemak
TSC,TrusterCoin
BLOK,Bloktopia
BTCA,Bitcoin Asia
TRAVA,TRAVA.FINANCE
DXCT,DNAxCAT Token
ATLAS,Star Atlas
POLIS,Star Atlas DAO
BORING,BoringDAO
PORT,Port Finance
BIT,BitDAO
WNCG,Nine Chronicles
MMUI,MetaMUI
SKU,Sakura
HIGH,Highstreet
MCASH,Monsoon Finance
POSI,Position Exchange
BUMN,BUMooN
HI,HI
POTS,Moonpot
LAND,Landshare
KPHI,Kephi Gallery
DXL,Dexlab
DBUY,Doont Buy
MINIFOOTBALL,Minifootball
CRE8,Creaticles
NBM,NFTBlackMarket
DOGECOLA,DogeCola
ANGEL,Polylauncher
SUNI,StarbaseUniverse
BSR,BinStarter
TXA,Project TXA
BAS,Block Ape Scissors
RYOSHI,Ryoshis Vision
SPELL,Spell Token
KMON,Kryptomon
UGT,Unreal Finance
AVE,Avaware
RARE,SuperRare
SOLD,Solanax
CSWAP,CrossSwap
PTT,POTENT
BABYSAITAMA,Baby Saitama Inu
YEL,YEL.Finance
CFXT,Chainflix
SAFUYIELD,SafuYield Protocol
BETA,Beta Finance
FB,Fenerbahçe Token
ORARE,OneRare
BEAST,Beast Token
CW,CWallet
RELAY,Relay Token
GLDX,Goldex Token
YDR,YDragon
MOT,Mobius Finance
CYCE,Crypto Carbon Energy
KNIGHT,Forest Knight
SCH,SoccerHub
KAMPAY,KamPay
VEED,VIMworld
ELOIN,Eloin
bYSL,bYSL
NBL,Nobility
BCP,Block Commerce Protocol
DARA,Immutable
DLTA,delta.theta
MATE,Mate
CIV,Civilization
RACA,RACA
NUKE,Nuketoken
IDTT,Identity
ADAPAD,ADAPad
NFTL,NFTLaunch
MNY,Moonie NFT
WAG,WagyuSwap
DRS,Dragon Slayer
GRIM,GrimToken
ROBODOGE,RoboDoge Coin
PBX,Paribus
AURY,Aurory
NFD,Feisty Doge NFT
DUEL,Duel Network
VICS,RoboFi
META,Metaverse Miner
DAR,Mines of Dalarnia
KOKO,Kokoswap
COVIDTOKEN,Covid Token
DOGE2,Dogecoin 2.0
NFTPAD,NFTPad
CRP,CropperFinance
HIBIKI,Hibiki Finance
AAA,Moon Rabbit
WGC,Green Climate World
BR,BOHR
JOE,JOE
KSHIB,Kaiken Shiba
TAROT,Tarot
BIN,Binemon
CERES,Ceres
QBT,Qubit
YAK,Yield Yak
GAJ,Gaj Finance
KANA,Kanaloa Network
TON,Toncoin
JAM,Tune.FM
TAUR,Marnotaur
WANA,Wanaka Farm
VEMP,VEMP
CYT,Coinary Token
TUNDRA,Tundra Token
MMS,Minimals
AFT,Ape Fun Token
DPS,DEEPSPACE
SCCP,S.C. Corinthians Fan Token
HUSL,The HUSL
SKYRIM,Skyrim Finance
SDN,Shiden Network
FNDZ,FNDZ
POLI,Polinate
NORA,SnowCrash Token
EVRY,EVRYNET
MSOL,Marinade Staked SOL
HUSKY,Husky Avax
APEX,ApeXit Finance
CATO,CATO
FTR,Future
SOLPAD,Solpad Finance
BOP,Boring Protocol
GSAIL,SolanaSail Governance Token
YAG,Yaki Gold
HEROES,DeHero
MOOLAH,Block Creatures
LZ,LaunchZone
WIFEDOGE,WifeDoge
TCG2,TCGCoin 2.0
TOMB,Tomb
SCREAM,Scream
CBG,Chainbing
AMT,AMATERAS
BIT,Biconomy Exchange Token
CCAR,CryptoCars
$MANGA,Manga Token
KLO,Kalao
EKTA,Ekta
RHT,Reward Hunters Token
RHYTHM,Rhythm
UJENNY,Jenny Metaverse DAO Token
SMON,Starmon Metaverse
ERP,Entropyfi
PLGR,Pledge
VCF,Valencia CF Fan Token
GALO,Clube Atlético Mineiro Fan Token
ROUSH,Roush Fenway Racing Fan Token
POR,Portugal National Team Fan Token
AFC,Arsenal Fan Token
UFC,UFC Fan Token
LEV,Levante U.D. Fan Token
VNDT,Vendit
POLAR,Polar Sync
ARV,Ariva
TALK,Talken
WEYU,WEYU
ZOO,CryptoZoo  (new)
DOG,The Doge NFT
BLS,Blocks Space
WUSD,Wault USD
DHB,DeHub
SWP,Kava Swap
AIRI,aiRight
ASH,ASH
AGLD,Adventure Gold
OVO,Ovato
RCG,The Recharge
CIRUS,Cirus Foundation
TECH,Cryptomeda
LUMI,Lumi Credits
BTRST,Braintrust
STORY,Story
RAID,Raid Token
SING,SingularFarm
ALI,Alita Finance
SMD,SMD COIN
MOVE,MarketMove
HEROEGG,HeroFi
SWT,Smart Wallet Token
BME,BitcoMine Token
SUNNY,Sunny Aggregator
THEOS,Theos
SCO,Score Token
DAW,DAW GPT
IXS,IX Swap
PUNK,Punk Vault (NFTX)
CSM,CityStates: Medieval
MUSO,MUSO Finance
REGEN,Regen Network
WNT,Wicrypt
ITG,iTrust.Finance
VLXPAD,VelasPad
MCF,MCFinance
DXT,DeXit Network
ELMON,Elemon
YAY,YAY Games
FIWA,DeFi Warrior (FIWA)
POCO,Pocoland
LSP,Lumenswap
DRACE,DeathRoad
TOTEM,Totem Finance
BETU,BetU
BSTS,Magic Beasties
TIK,ChronoBase
WONE,Wrapped Harmony
PHM,Phantom Protocol
GDR,Golden Roots
LIFE,Life Crypto
COPYCAT,Copycat Finance
LORD,Overlord
ACT,Acet
SONA,Sona Network
BALA,Shambala
BFT,Brazil National Football Team Fan Token
SNK,Snook
XAI,SideShift Token
PHX,Phoenix Token
ATTR,Attrace
ETERNAL,CryptoMines
ARA,Adora Token
BLOX,Blox Token
DFL,DeFIL
IVG,IVOGEL
MGT,Megatech
BUY,Buying.com
SAFU,StaySAFU
XPNET,XP NETWORK
CYCLE,Cycle Finance
BIGSB,BigShortBets
EVERETH,EverETH
DMZ,DeMon Token
STEAK,Steak Token
MNSTRS,Block Monsters
VIKC,VikingsChain
DREAMS,Dreams Quest
MASKDOGE,MaskDoge
GAFI,GameFi.org
SCIX,Scientix
AVXL,AvaXlauncher
RIP,Fantom Doge
FOREX,handleFOREX
INTER,Inter Milan Fan Token
CRIC,Cricket Foundation
GART,Griffin Art Ecosystem
DLYCOP,Daily COP
XIL,Project X
STF,Structure finance
ETOS,Eternal Oasis
WNEAR,Wrapped Near
REF,Ref Finance
PirateCoin☠,Pirate Coin Games
AFR,Afreum
POTATO,Potato
WAG,Waggle Network
TORG,TORG
SMT,Swarm Markets
GB,Good Bridging
POKT,Pocket Network
CORIS,Corgiswap
MONS,Monsters Clan
XCT,Citadel.one
Milk,MilkshakeSwap
OP,Optimism
ARB,Arbitrum
XP,PolkaFantasy
STRP,Strips Finance
MARX,MarX
CIOTX,Crosschain IOTX
